StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Informed Consent,Role Clarity 1,Role Clarity 2,Role Clarity 3,Role Clarity 4,Role Clarity 5,Level of Engagement 1,Level of Engagement 2,Level of Engagement 3,Level of Engagement 4,Level of Engagement 5,Level of Engagement 6,Level of Engagement 7,Level of Engagement 8,Attention Check,Level of Engagement 9,Turnover Intention 1,Turnover Intention 2,Turnover Intention 3,Turnover Intention 4,Turnover Intention 5,Office Location,Degree of Burnout 1,Degree of Burnout 2,Degree of Burnout 3,Degree of Burnout 4,Degree of Burnout 5,Degree of Burnout 6,Degree of Burnout 7,Degree of Burnout 8,Degree of Burnout 9,Degree of Burnout 1,Degree of Burnout 2,Degree of Burnout 3,Degree of Burnout 4,Degree of Burnout 5,Degree of Burnout 6,Degree of Burnout 7,Degree of Burnout 8,Degree of Burnout 9,Worker Wellbeing 1,Worker Wellbeing 2,Worker Wellbeing 3,Worker Wellbeing 4,Worker Wellbeing 5,Worker Wellbeing 6,Worker Wellbeing 7,Worker Wellbeing 8,Manager Support 1,Manager Support 2,Manager Support 3,Manager Support 4,Manager Support 5,Manager Support 6,Manager Support 7,Manager Support 8,Manager Support 9,Manager Support 10,Year Born,Gender,Ethnicity,V8_1,V8_2,V8_3,V8_4,V8_5
7/14/22 16:43,7/14/22 16:48,0,47.197.100.465,100,307,1,7/14/22 16:48,R_1PShfvULnH0ij1r,,,,,25.7806,-80.1826,anonymous,EN,1,neutral,slightly agree,slightly disagree,disagree,disagree,6,6,2,7,5,4,5,3,12,1,3,2,4,6,1,2,,,,,,,,,,7,2,3,5,5,7,5,1,7,6,7,3,1,2,5,7,7,2,7,1,1,7,7,2,6,4,3,2000,Female,3,7,7,7,7,7
7/14/22 17:17,7/14/22 17:21,0,47.197.100.466,100,209,1,7/14/22 17:21,R_3D2eDTPotInjxvC,,,,,26.3441,-80.084,anonymous,EN,1,slightly agree,slightly disagree,slightly disagree,strongly agree,slightly agree,1,3,3,5,5,6,2,7,12,7,6,2,3,7,5,2,,,,,,,,,,1,7,6,1,4,5,4,6,5,3,1,7,7,5,5,5,6,5,7,4,3,4,2,6,4,2,7,1994,Female,5,7,7,7,7,7
7/14/22 17:19,7/14/22 17:25,0,47.197.100.467,100,359,1,7/14/22 17:25,R_2yrz1QPKWdY69lO,,,,,29.8636,-95.2054,anonymous,EN,1,disagree,slightly agree,strongly agree,disagree,neutral,3,2,3,2,5,1,4,5,12,5,6,1,5,4,3,2,,,,,,,,,,7,3,3,3,7,2,3,7,7,4,1,3,1,3,6,7,5,7,1,7,5,5,7,3,6,3,1,1992,Non-Binary,1,7,7,7,7,7
7/14/22 17:22,7/14/22 17:27,0,47.197.100.468,100,343,1,7/14/22 17:27,R_1GULI4Hrom8leQh,,,,,29.7373,-95.3972,anonymous,EN,1,neutral,strongly agree,strongly agree,agree,slightly agree,6,6,1,5,1,4,2,2,12,1,4,7,6,1,4,2,,,,,,,,,,7,4,5,3,5,7,5,7,3,3,4,4,6,4,5,2,4,5,5,1,1,7,2,1,3,7,3,1994,Male,2,7,7,7,7,7
7/14/22 17:29,7/14/22 17:33,0,47.197.100.469,100,194,1,7/14/22 17:33,R_2dXaa2tNKeO8SQr,,,,,30.0955,-81.7198,anonymous,EN,1,strongly disagree,slightly agree,strongly agree,disagree,neutral,1,7,7,6,3,4,3,2,12,7,3,2,4,7,4,2,,,,,,,,,,5,2,1,3,1,7,2,5,4,6,7,3,2,3,4,6,2,5,2,5,6,3,3,6,4,2,7,2002,Non-Binary,5,7,7,7,7,7
7/14/22 17:33,7/14/22 17:36,0,47.197.100.470,100,191,1,7/14/22 17:36,R_3PYw240KJgdz5ux,,,,,30.0955,-81.7198,anonymous,EN,1,slightly disagree,slightly disagree,slightly agree,slightly agree,disagree,6,2,2,4,7,3,5,2,12,1,5,4,1,7,2,2,,,,,,,,,,1,7,7,1,7,2,1,6,5,3,5,2,1,1,6,2,6,1,3,5,6,6,2,3,2,3,5,1985,Male,1,7,7,7,7,7
7/14/22 17:36,7/14/22 17:37,0,47.197.100.471,100,40,1,7/14/22 17:37,R_5nzqHMDcKARH1ex,,,,,32.7015,-97.3831,anonymous,EN,1,strongly disagree,strongly agree,strongly disagree,agree,strongly agree,3,4,1,1,5,4,5,2,12,4,6,2,5,4,4,2,,,,,,,,,,4,6,6,2,1,7,4,2,6,1,6,4,7,6,4,7,1,2,5,7,4,7,4,4,6,3,1,1985,Female,5,,,,,
7/14/22 17:40,7/14/22 17:46,0,47.197.100.472,100,370,1,7/14/22 17:46,R_enRIdw11s86xd61,,,,,34.2106,-118.8716,anonymous,EN,1,slightly agree,slightly disagree,slightly agree,slightly disagree,disagree,3,7,7,2,5,7,7,2,12,4,3,4,6,3,2,2,,,,,,,,,,1,2,5,4,1,2,5,4,4,7,3,5,5,7,2,2,6,7,6,5,6,1,3,1,2,5,5,1994,Non-Binary,1,7,7,7,7,7
7/14/22 17:45,7/14/22 17:52,0,47.197.100.473,100,405,1,7/14/22 17:52,R_2ye0mLGZQdUkIdd,,,,,28.2475,-82.4943,anonymous,EN,1,disagree,disagree,disagree,slightly agree,strongly agree,2,6,2,3,5,4,5,1,12,2,7,2,4,4,7,2,,,,,,,,,,6,4,7,4,5,3,6,5,5,2,5,1,7,1,1,1,3,1,6,2,5,3,3,5,3,2,1,1991,Female,7,7,7,7,7,7
7/14/22 11:19,7/14/22 18:06,0,47.197.100.474,100,24456,1,7/14/22 18:06,R_2ZZV9cTvlcqM1mJ,,,,,32.107,-81.2499,anonymous,EN,1,strongly agree,strongly disagree,disagree,strongly disagree,strongly agree,5,3,1,3,6,2,1,7,12,1,6,7,2,2,2,2,,,,,,,,,,4,7,4,7,5,3,5,4,5,4,5,3,3,2,3,4,3,4,1,3,4,5,6,6,3,2,1,1993,Male,5,7,7,7,7,7
7/14/22 18:02,7/14/22 18:07,0,47.197.100.475,100,338,1,7/14/22 18:07,R_1gwIkNdzLrHGAeZ,,,,,28.4338,-81.3472,anonymous,EN,1,strongly agree,strongly agree,neutral,neutral,neutral,3,5,4,4,3,1,7,7,12,6,7,7,1,2,3,2,,,,,,,,,,6,5,5,4,2,7,4,4,6,4,4,5,5,5,2,7,7,1,6,4,4,2,1,2,3,7,5,1999,Male,6,7,7,7,7,7
7/14/22 17:59,7/14/22 18:08,0,47.197.100.476,100,552,1,7/14/22 18:08,R_2mhnlt3Pnm1u4V3,,,,,27.2621,-80.3835,anonymous,EN,1,neutral,slightly disagree,neutral,agree,agree,3,7,1,4,5,3,4,3,12,3,7,4,7,7,4,2,,,,,,,,,,3,4,5,5,2,2,1,3,5,2,3,4,1,7,2,2,5,7,5,5,4,2,1,1,1,2,2,1986,Female,7,7,7,7,7,7
7/14/22 18:33,7/14/22 18:33,0,47.197.100.477,100,33,1,7/14/22 18:33,R_2TQMppfcS4qZL1q,,,,,39.7628,-105.0263,anonymous,EN,1,agree,slightly agree,slightly agree,slightly agree,disagree,2,5,6,6,6,2,3,2,12,7,3,1,4,5,3,2,,,,,,,,,,3,1,2,3,1,7,6,7,6,4,4,1,1,3,1,1,2,5,6,4,2,2,7,4,5,7,1,2002,Female,2,,,,,
7/14/22 18:43,7/14/22 18:45,0,47.197.100.478,100,132,1,7/14/22 18:45,R_2WOLuthFherSfBu,,,,,32.754,-97.1363,anonymous,EN,1,strongly disagree,strongly agree,strongly agree,strongly disagree,agree,6,4,6,6,6,5,1,5,12,3,5,7,3,3,1,2,,,,,,,,,,6,6,2,4,1,7,7,2,6,1,5,4,7,6,5,6,3,2,4,3,7,7,2,3,5,4,7,1999,Male,4,7,7,7,7,7
7/14/22 18:50,7/14/22 18:55,0,47.197.100.479,100,324,1,7/14/22 18:55,R_2DN7xUtfuxeQC6s,,,,,29.1052,-82.0955,anonymous,EN,1,strongly disagree,neutral,strongly disagree,neutral,agree,5,3,7,3,3,3,5,4,12,5,4,3,6,1,4,2,,,,,,,,,,2,3,4,4,7,2,7,4,4,1,2,4,6,3,2,6,3,1,3,6,6,6,3,6,1,2,6,1996,Female,3,5,6,6,6,6
7/14/22 19:04,7/14/22 19:09,0,47.197.100.480,100,333,1,7/14/22 19:09,R_3I3om88ZIOnL1W0,,,,,36.129,-115.2765,anonymous,EN,1,neutral,slightly agree,slightly agree,strongly disagree,neutral,2,2,6,7,1,1,3,2,12,7,2,6,3,1,7,2,,,,,,,,,,3,4,6,3,2,1,2,2,7,4,4,6,5,2,5,6,3,5,1,2,5,1,2,3,2,1,3,1984,Male,1,7,7,7,7,7
7/14/22 19:13,7/14/22 19:13,0,47.197.100.481,100,30,1,7/14/22 19:13,R_1OJ0SOMFrhsHpvs,,,,,28.4797,-82.5126,anonymous,EN,1,slightly disagree,strongly disagree,agree,slightly disagree,neutral,5,2,6,6,6,7,4,1,12,6,1,6,2,3,3,2,,,,,,,,,,3,3,6,1,1,3,2,6,5,3,6,6,4,6,3,6,4,5,7,5,4,5,6,1,1,1,2,2001,Non-Binary,3,,,,,
7/14/22 19:10,7/14/22 19:17,0,47.197.100.482,100,418,1,7/14/22 19:17,R_2bIvLvzfVEzcCDh,,,,,39.7067,-104.9694,anonymous,EN,1,slightly agree,strongly agree,slightly disagree,slightly agree,strongly disagree,3,3,6,7,3,4,4,4,12,2,7,1,6,1,4,2,,,,,,,,,,6,6,4,6,2,6,4,3,5,5,3,4,3,6,7,4,4,7,4,3,4,1,2,7,6,5,1,1996,Male,6,7,7,7,7,7
7/14/22 19:08,7/14/22 19:17,0,47.197.100.483,100,531,1,7/14/22 19:17,R_2OPVzZheRjEhTa7,,,,,27.6349,-97.3103,anonymous,EN,1,slightly agree,slightly disagree,neutral,slightly disagree,neutral,4,1,1,4,5,4,1,2,12,4,7,2,4,6,3,2,,,,,,,,,,2,1,6,5,6,6,2,5,5,5,2,7,2,7,4,4,3,2,1,3,5,7,3,6,3,6,7,2002,Female,7,7,7,7,7,7
7/14/22 19:25,7/14/22 19:38,0,47.197.100.484,100,751,1,7/14/22 19:38,R_r9kSeEbnqhwPvrP,,,,,28.2137,-82.6809,anonymous,EN,1,strongly disagree,agree,disagree,strongly agree,strongly agree,3,6,5,1,6,7,4,6,12,6,7,7,1,5,2,2,,,,,,,,,,5,6,2,6,6,7,7,7,2,6,6,2,5,1,3,2,7,1,4,7,4,4,5,5,1,4,5,1999,Female,3,7,7,7,7,7
7/14/22 19:37,7/14/22 19:43,0,47.197.100.485,100,360,1,7/14/22 19:43,R_2Yyxu85oCvdMTmM,,,,,25.9289,-80.1827,anonymous,EN,1,slightly disagree,slightly agree,agree,slightly disagree,disagree,2,1,1,3,3,4,4,2,12,3,7,6,3,6,3,2,,,,,,,,,,7,4,2,1,5,7,1,5,6,1,4,3,6,1,4,6,6,2,5,5,2,1,7,6,7,5,3,2000,Male,1,7,7,7,7,7
7/14/22 19:59,7/14/22 20:07,0,47.197.100.486,100,470,1,7/14/22 20:07,R_3qCFE7QhNxP2BOG,,,,,25.7634,-80.1886,anonymous,EN,1,strongly agree,disagree,neutral,slightly disagree,strongly agree,6,6,7,6,2,1,6,7,12,6,2,1,2,1,3,2,,,,,,,,,,6,3,5,1,4,3,7,3,1,5,5,6,2,4,2,4,6,7,6,2,4,1,4,6,3,4,3,1989,Male,3,7,7,7,7,7
7/7/22 20:11,7/7/22 20:15,0,47.197.100.487,83,270,0,7/14/22 20:16,R_1GCaMzXZj8ifjQ8,,,,,,,anonymous,EN,1,agree,agree,strongly disagree,neutral,strongly disagree,6,3,7,5,2,2,2,2,12,1,7,6,4,1,7,2,,,,,,,,,,1,4,4,5,5,4,1,3,5,1,4,1,2,2,5,6,2,5,6,5,7,5,5,4,7,6,2,1987,Female,4,7,7,7,7,7
7/14/22 21:58,7/14/22 22:04,0,47.197.100.488,100,312,1,7/14/22 22:04,R_2xLDaTuUrLToOdV,,,,,33.8789,-117.5353,anonymous,EN,1,disagree,slightly agree,slightly disagree,slightly agree,strongly disagree,2,4,5,1,1,4,1,3,12,2,1,7,7,3,7,2,,,,,,,,,,3,3,6,7,4,2,3,3,6,3,6,5,3,6,5,2,2,5,5,2,4,3,6,4,6,5,4,1985,Female,3,7,7,7,7,7
7/14/22 21:53,7/14/22 22:06,0,47.197.100.489,100,741,1,7/14/22 22:06,R_06WQwQeib5ZU317,,,,,30.0043,-95.1747,anonymous,EN,1,strongly disagree,disagree,agree,strongly agree,slightly disagree,1,5,6,3,1,6,6,2,12,4,2,3,4,6,4,2,,,,,,,,,,5,1,4,3,7,3,6,1,7,1,2,3,5,5,7,4,6,7,7,1,2,5,4,6,6,6,3,1988,Non-Binary,5,7,7,7,7,7
7/14/22 23:00,7/14/22 23:05,0,47.197.100.490,100,258,1,7/14/22 23:05,R_2v2lOX2SmY5M6hB,,,,,34.1554,-118.5957,anonymous,EN,1,slightly agree,disagree,disagree,agree,neutral,4,1,4,4,4,6,6,6,12,7,1,4,4,5,5,2,,,,,,,,,,1,2,4,3,3,3,3,1,7,7,3,5,4,1,5,1,6,7,3,7,5,2,3,1,7,2,3,1984,Male,7,7,7,7,7,7
7/15/22 5:52,7/15/22 5:57,0,47.197.100.491,100,299,1,7/15/22 5:57,R_1oBDHLdX08s1eeK,,,,,29.1657,-82.1273,anonymous,EN,1,slightly agree,disagree,agree,slightly agree,disagree,2,4,1,5,2,3,4,3,12,1,6,1,5,6,3,2,,,,,,,,,,3,1,6,5,7,2,7,4,5,3,1,7,3,6,7,6,3,1,5,4,4,4,2,1,1,6,2,1997,Non-Binary,1,7,7,7,7,7
7/15/22 5:54,7/15/22 5:58,0,47.197.100.492,100,229,1,7/15/22 5:58,R_11hbN9hQMqxz0cw,,,,,32.7611,-97.3318,anonymous,EN,1,neutral,strongly disagree,disagree,disagree,agree,4,5,6,5,5,1,4,2,12,6,4,5,3,4,4,2,,,,,,,,,,3,3,4,4,3,5,1,2,3,7,5,6,1,4,3,7,4,2,6,6,1,6,1,1,6,4,7,1998,Female,6,7,7,7,7,7
7/8/22 6:50,7/8/22 6:54,0,47.197.100.493,71,232,0,7/15/22 6:54,R_3NUrqHpg04xnsxH,,,,,,,anonymous,EN,1,agree,neutral,disagree,slightly agree,strongly agree,2,2,7,2,3,7,6,1,12,2,1,4,2,6,6,2,,,,,,,,,,7,5,3,4,7,2,3,3,6,7,5,7,3,3,5,5,1,3,4,1,3,5,5,4,4,5,6,1993,Non-Binary,7,7,7,7,7,7
7/8/22 7:02,7/8/22 7:28,0,47.197.100.494,63,1578,0,7/15/22 7:28,R_3qIi6tg5aPq5IM1,,,,,,,anonymous,EN,1,neutral,disagree,agree,agree,strongly disagree,3,4,4,4,2,2,2,1,12,4,4,3,5,1,4,2,,,,,,,,,,6,6,7,5,2,2,7,6,7,7,3,7,3,7,5,3,5,2,2,3,3,4,1,5,6,3,6,1992,Non-Binary,4,,,,,
7/15/22 7:25,7/15/22 7:33,0,47.197.100.495,100,476,1,7/15/22 7:33,R_3lzxSCqDNOIS8El,,,,,28.2137,-82.6809,anonymous,EN,1,disagree,neutral,neutral,neutral,slightly disagree,5,6,6,6,2,5,1,2,12,4,1,6,2,7,5,2,,,,,,,,,,6,6,1,2,5,2,6,5,7,5,6,7,4,1,7,1,7,6,5,5,2,4,3,5,7,1,2,1988,Non-Binary,6,7,7,7,7,7
7/8/22 7:55,7/8/22 7:55,0,47.197.100.496,63,9,0,7/15/22 7:55,R_UG6In79j4Ywbumd,,,,,,,anonymous,EN,1,strongly agree,disagree,strongly agree,strongly agree,slightly agree,3,2,2,5,6,6,1,5,12,6,6,3,7,6,1,2,,,,,,,,,,2,6,1,2,5,6,1,5,1,2,4,2,2,4,5,7,1,2,4,6,1,4,7,3,7,6,7,2000,Female,2,,,,,
7/15/22 8:11,7/15/22 8:18,0,47.197.100.497,100,410,1,7/15/22 8:18,R_3m9pyPurJidRT5T,,,,,39.4436,-104.8536,anonymous,EN,1,neutral,agree,agree,slightly disagree,disagree,5,1,7,1,2,6,7,6,12,6,1,3,4,3,6,2,,,,,,,,,,2,5,4,3,1,2,1,3,3,2,7,1,3,5,1,7,7,2,5,3,5,5,6,6,4,2,5,2000,Male,7,7,7,7,7,7
7/8/22 9:06,7/8/22 9:08,0,47.197.100.498,66,94,0,7/15/22 9:08,R_10IRvVksiotbSXl,,,,,,,anonymous,EN,1,disagree,neutral,slightly disagree,neutral,slightly disagree,1,7,1,3,1,7,2,6,12,4,4,7,1,7,5,2,,,,,,,,,,5,1,3,7,3,6,5,5,7,7,3,6,3,1,1,3,4,6,5,1,7,7,7,1,3,6,5,1996,Female,1,,,,,
7/15/22 9:24,7/15/22 9:29,0,47.197.100.499,100,278,1,7/15/22 9:29,R_3PbeRL1MnwExJ85,,,,,26.125,-80.267,anonymous,EN,1,disagree,agree,strongly agree,disagree,strongly agree,5,6,6,2,7,6,4,6,12,6,3,6,3,4,5,2,,,,,,,,,,4,4,3,1,7,4,4,2,3,5,3,2,6,3,2,7,5,7,3,2,5,4,6,6,3,6,5,2000,Non-Binary,5,7,7,7,7,7
7/15/22 10:59,7/15/22 11:15,0,47.197.100.500,100,908,1,7/15/22 11:15,R_WeUTL8usjlWkp8d,,,,,25.9562,-80.1828,anonymous,EN,1,slightly disagree,slightly disagree,disagree,slightly disagree,disagree,6,2,2,6,7,5,5,5,12,7,2,3,1,5,6,2,,,,,,,,,,3,4,5,5,5,5,2,2,5,1,4,7,1,5,2,1,7,7,1,2,1,4,6,5,7,2,3,1998,Male,4,7,7,7,7,7
7/8/22 12:10,7/8/22 12:11,0,47.197.100.501,67,72,0,7/15/22 12:11,R_2s6DID9d76mscCu,,,,,,,anonymous,EN,1,agree,slightly disagree,strongly disagree,neutral,slightly disagree,7,5,2,7,3,4,4,5,12,4,6,3,6,2,5,2,,,,,,,,,,7,5,4,3,2,2,5,1,1,6,6,2,1,1,3,1,2,5,2,2,7,3,7,5,6,2,1,1999,Male,4,,,,,
7/15/22 12:31,7/15/22 12:33,0,47.197.100.502,100,147,1,7/15/22 12:33,R_3QKNwNXLQgqfT3T,,,,,28.7935,-81.2868,anonymous,EN,1,strongly disagree,slightly disagree,slightly agree,neutral,strongly disagree,7,1,3,1,4,1,1,6,12,5,4,5,2,4,5,2,,,,,,,,,,7,1,1,3,2,3,7,4,4,5,2,3,2,2,6,6,6,3,6,6,4,2,4,5,3,2,1,1989,Non-Binary,4,7,7,7,7,7
7/8/22 11:40,7/8/22 12:36,0,47.197.100.503,83,3396,0,7/15/22 12:37,R_3h5Q6cIouY2Vi82,,,,,,,anonymous,EN,1,agree,slightly agree,disagree,disagree,agree,1,1,6,1,7,3,3,4,12,3,5,5,2,3,1,2,,,,,,,,,,1,3,2,7,7,3,3,4,4,6,2,6,7,1,1,4,4,4,4,2,3,4,7,6,5,5,5,1991,Female,7,7,7,7,7,7
7/8/22 13:59,7/8/22 14:00,0,47.197.100.504,66,21,0,7/15/22 14:00,R_2pJNWTd4Rcjs39v,,,,,,,anonymous,EN,1,agree,strongly agree,slightly disagree,strongly disagree,strongly disagree,2,5,4,7,6,2,2,4,12,4,6,7,2,7,3,2,,,,,,,,,,2,2,3,6,7,5,5,7,3,2,1,7,4,7,6,5,4,4,2,2,7,5,3,5,6,3,5,1997,Female,7,,,,,
7/15/22 14:16,7/15/22 14:31,0,47.197.100.505,100,906,1,7/15/22 14:31,R_2X0TeaD4SFEz5Qi,,,,,32.0773,-81.0901,anonymous,EN,1,strongly disagree,strongly agree,agree,slightly disagree,neutral,2,7,2,1,6,7,3,3,12,6,2,4,7,1,2,2,,,,,,,,,,7,1,2,2,4,2,4,7,1,3,3,6,2,5,4,6,2,6,4,3,1,1,1,3,7,3,1,1999,Male,6,7,7,7,7,7
7/15/22 14:50,7/15/22 14:56,0,47.197.100.506,100,353,1,7/15/22 14:56,R_2aOZ2zWJQPHQLoR,,,,,29.6436,-82.3231,anonymous,EN,1,strongly agree,strongly agree,strongly agree,strongly agree,agree,5,2,1,5,2,7,6,4,12,3,5,5,5,2,2,2,,,,,,,,,,6,1,2,3,5,5,3,2,3,3,6,6,7,4,3,6,2,4,3,6,4,3,3,5,3,3,1,1988,Non-Binary,4,7,7,7,7,7
7/15/22 15:30,7/15/22 15:32,0,47.197.100.507,100,77,1,7/15/22 15:32,R_3FOI1a1MyM3xFqf,,,,,34.2827,-118.8875,anonymous,EN,1,agree,agree,strongly disagree,strongly agree,slightly agree,1,5,2,1,5,3,4,7,12,1,7,5,3,3,3,2,,,,,,,,,,1,6,7,5,2,3,7,2,1,6,4,1,1,3,6,5,6,7,2,2,3,2,7,1,4,6,3,1987,Female,4,4,4,4,4,4
7/15/22 15:21,7/15/22 15:34,0,47.197.100.508,100,774,1,7/15/22 15:34,R_3Lj9tsGW4oBVw6P,,,,,30.2183,-81.5621,anonymous,EN,1,strongly disagree,strongly agree,slightly agree,disagree,agree,4,3,4,3,6,5,2,4,12,1,6,1,4,5,5,2,,,,,,,,,,3,6,2,6,6,2,2,2,5,4,4,1,1,3,3,2,3,1,2,7,1,6,4,7,4,5,2,1999,Male,7,7,7,7,7,7
7/7/22 9:20,7/8/22 16:32,0,47.197.100.509,84,112314,0,7/15/22 16:32,R_vk0L1eJ78yJF0UF,,,,,,,anonymous,EN,1,slightly agree,strongly agree,neutral,slightly agree,slightly disagree,2,6,2,2,6,2,4,6,12,2,4,1,6,7,2,2,,,,,,,,,,2,3,6,7,7,7,5,7,4,2,3,1,1,6,4,5,7,5,7,3,1,5,4,3,7,6,1,1983,Female,2,7,7,7,7,7
7/15/22 16:32,7/15/22 16:41,0,47.197.100.510,100,532,1,7/15/22 16:41,R_3JE0r7ynSrQElys,,,,,27.9883,-82.2991,anonymous,EN,1,disagree,slightly agree,slightly disagree,slightly disagree,slightly agree,4,2,2,7,5,2,7,1,12,1,4,1,1,4,3,2,,,,,,,,,,6,3,2,5,6,1,4,7,1,2,4,4,3,5,4,7,5,6,7,1,2,6,5,1,4,7,1,1989,Non-Binary,3,7,7,7,7,7
7/15/22 17:02,7/15/22 17:09,0,47.197.100.511,100,422,1,7/15/22 17:09,R_eV5fo1YF3OaCeZj,,,,,39.6562,-104.7866,anonymous,EN,1,neutral,slightly agree,slightly agree,agree,strongly agree,5,2,2,3,3,7,5,7,12,7,6,1,3,3,4,2,,,,,,,,,,6,6,2,3,2,2,3,7,6,2,6,5,3,7,7,5,1,4,4,2,2,4,7,2,4,1,1,1991,Female,2,7,7,7,7,7
7/15/22 18:18,7/15/22 18:21,0,47.197.100.512,100,155,1,7/15/22 18:21,R_2AQICIm9bkNO2Up,,,,,28.3774,-81.1888,anonymous,EN,1,neutral,disagree,strongly agree,strongly agree,slightly agree,5,7,2,4,2,1,4,6,12,1,6,2,5,7,7,2,,,,,,,,,,2,2,1,7,1,4,4,3,1,6,6,5,6,6,2,4,6,1,4,5,7,5,1,5,3,1,5,1991,Female,7,7,7,7,7,7
7/15/22 18:43,7/15/22 18:48,0,47.197.100.513,100,338,1,7/15/22 18:48,R_1NlWPxIfriArJA4,,,,,33.9764,-117.3341,anonymous,EN,1,slightly agree,slightly disagree,disagree,slightly agree,slightly disagree,2,5,5,3,5,3,7,5,12,6,4,2,3,6,5,2,,,,,,,,,,7,7,5,4,4,4,3,4,1,3,6,4,3,3,5,3,1,1,7,2,4,5,6,5,7,4,4,1995,Female,7,6,6,7,7,7
7/15/22 20:01,7/15/22 21:57,0,47.197.100.514,100,7003,1,7/15/22 21:57,R_11Xtu5s104LFOwZ,,,,,39.1484,-94.5686,anonymous,EN,1,strongly agree,neutral,strongly disagree,neutral,strongly agree,4,5,4,4,7,1,2,3,12,1,7,2,1,5,1,2,,,,,,,,,,3,2,1,7,6,7,1,2,3,5,1,4,3,6,7,1,6,6,7,2,4,6,6,7,5,5,4,1990,Non-Binary,1,7,7,7,7,7
7/14/22 14:13,7/16/22 5:55,0,47.197.100.515,100,142963,1,7/16/22 5:56,R_3G1TtxFyP1lymn2,,,,,30.5875,-97.8535,anonymous,EN,1,neutral,slightly agree,agree,slightly agree,slightly disagree,6,4,4,2,1,5,7,3,12,2,1,1,4,6,7,2,,,,,,,,,,3,3,3,6,1,6,6,5,7,4,5,2,3,5,5,4,7,4,4,6,4,4,5,4,1,5,7,1985,Male,4,7,7,7,7,7
7/16/22 5:50,7/16/22 6:01,0,47.197.100.516,100,634,1,7/16/22 6:01,R_2ZKdcIT0ebjb7fP,,,,,39.6562,-104.7866,anonymous,EN,1,agree,agree,slightly disagree,slightly agree,strongly agree,2,5,1,7,3,7,1,4,12,7,1,6,7,3,4,2,,,,,,,,,,4,3,4,5,6,4,7,6,3,3,7,1,6,1,5,3,5,7,7,4,6,4,5,3,7,6,4,1990,Male,7,7,7,7,7,7
7/16/22 6:10,7/16/22 6:19,0,47.197.100.517,100,526,1,7/16/22 6:19,R_RF7jeWVjr8yXSlb,,,,,26.1136,-80.2282,anonymous,EN,1,disagree,disagree,agree,disagree,slightly agree,4,5,2,3,7,5,5,7,12,2,2,3,1,4,7,2,,,,,,,,,,7,2,3,1,7,3,5,4,1,6,3,7,2,4,4,1,6,4,7,4,3,5,5,2,1,1,5,2002,Male,7,7,7,7,7,7
7/16/22 7:17,7/16/22 7:21,0,47.197.100.518,100,222,1,7/16/22 7:21,R_3PFxpthNcSHGrFZ,,,,,32.6537,-97.3742,anonymous,EN,1,slightly disagree,slightly agree,slightly disagree,disagree,slightly agree,3,4,3,5,6,7,6,3,12,1,5,7,3,3,4,2,,,,,,,,,,5,5,3,7,1,5,2,2,7,6,5,1,3,2,3,3,7,4,5,6,5,2,1,4,3,7,4,1984,Non-Binary,3,6,6,7,7,7
7/16/22 8:16,7/16/22 8:27,0,47.197.100.519,100,625,1,7/16/22 8:27,R_2TBss3WfaRKhP6q,,,,,36.0383,-115.1446,anonymous,EN,1,agree,neutral,strongly agree,agree,slightly disagree,7,2,1,4,5,6,6,2,12,2,5,2,2,6,2,2,,,,,,,,,,7,4,5,1,5,5,5,2,5,7,3,5,1,1,1,5,3,6,6,7,3,7,4,3,5,2,7,1989,Non-Binary,2,6,5,6,6,5
7/16/22 8:28,7/16/22 8:33,0,47.197.100.520,100,285,1,7/16/22 8:33,R_1Oxeu0TqoWQyjQd,,,,,28.0475,-82.6148,anonymous,EN,1,slightly agree,slightly agree,strongly disagree,neutral,disagree,4,1,6,1,7,5,4,7,12,6,2,6,2,3,6,2,,,,,,,,,,3,1,5,4,5,7,4,1,7,7,1,7,7,6,4,5,2,6,2,1,5,2,1,2,6,5,2,1987,Male,6,7,7,7,7,7
7/16/22 9:48,7/16/22 9:50,0,47.197.100.521,100,151,1,7/16/22 9:50,R_1d05QrnZR3nVQ3l,,,,,36.2473,-115.2821,anonymous,EN,1,slightly disagree,slightly disagree,neutral,disagree,neutral,5,5,6,1,4,3,2,1,12,1,1,3,1,7,3,2,,,,,,,,,,3,4,2,7,4,4,7,7,4,1,4,6,7,1,1,7,6,5,2,5,7,4,6,6,7,7,6,1997,Non-Binary,2,5,5,5,5,5
7/16/22 11:01,7/16/22 11:16,0,47.197.100.522,100,876,1,7/16/22 11:16,R_oZGm92BlMjDEXKx,,,,,29.1565,-82.2095,anonymous,EN,1,slightly agree,strongly agree,agree,agree,disagree,5,5,3,4,1,7,6,6,12,1,5,1,5,1,4,2,,,,,,,,,,5,7,3,7,6,4,6,5,7,6,1,6,4,7,1,7,7,2,1,7,3,1,2,5,6,7,5,1984,Male,3,7,7,7,7,7
